NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_PROVA,TP_SEXO_DESC,TP_COR_RACA_DESC,TP_ESCOLA_DESC,Q006,Q006_RENDA_DESC,GRUPO_RENDA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_GERAL
210057343361,2022,Curitiba,Feminino,Branca,Pública,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),540.3,558.1,471.4,485.9,660.0,543.14
210055308674,2022,Curitiba,Feminino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),481.4,464.8,524.0,529.8,700.0,540.0
210055483334,2022,Curitiba,Masculino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),514.9,583.7,617.2,635.1,620.0,594.18
210056612193,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),382.8,517.0,555.2,449.0,580.0,496.8
210057139222,2022,Curitiba,Masculino,Branca,Não informado (Egresso),O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),625.3,678.5,631.5,708.1,860.0,700.68
210055580613,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),560.2,591.2,585.7,684.7,720.0,628.36
210057507427,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),462.4,549.9,547.2,563.8,580.0,540.66
210055156782,2022,Curitiba,Feminino,Branca,Privada,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),554.9,602.9,606.6,722.1,880.0,673.3
210056900177,2022,Curitiba,Feminino,Branca,Não informado (Egresso),M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),509.5,504.8,544.7,582.8,720.0,572.36
210055493001,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),534.2,558.5,560.9,617.0,680.0,590.12
210057807171,2022,Curitiba,Masculino,Branca,Pública,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),490.3,446.4,474.7,430.7,400.0,448.42
210056165046,2022,Curitiba,Masculino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),458.7,558.7,521.5,477.1,620.0,527.2
210055639302,2022,Curitiba,Feminino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),525.9,586.8,524.9,476.5,860.0,594.82
210057249492,2022,Curitiba,Feminino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),604.5,649.8,610.3,619.1,940.0,684.74
210055247857,2022,Curitiba,Feminino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),516.7,465.6,459.6,402.3,600.0,488.84
210054880058,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),442.1,588.1,620.5,649.9,640.0,588.12
210054639430,2022,Curitiba,Masculino,Parda,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),506.3,505.1,526.7,578.1,340.0,491.24
210054970767,2022,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),433.5,555.4,534.4,471.1,360.0,470.88
210055103498,2022,Curitiba,Feminino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),556.5,499.1,434.7,549.8,580.0,524.02
210057344609,2022,Curitiba,Feminino,Branca,Privada,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),638.0,529.7,531.4,628.8,640.0,593.58
210056986766,2022,Curitiba,Feminino,Branca,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),660.5,626.6,637.5,681.9,960.0,713.3
210056926643,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),536.0,531.1,532.0,470.1,780.0,569.84
210054697563,2022,Curitiba,Masculino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),674.5,615.4,607.7,653.9,920.0,694.3
210056575691,2022,Curitiba,Feminino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),545.7,596.2,554.8,566.7,880.0,628.68
210057551877,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),605.3,541.2,512.8,435.6,940.0,606.98
210055809083,2022,Curitiba,Feminino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),463.3,576.6,487.9,623.8,580.0,546.32
210057705757,2022,Curitiba,Masculino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),508.2,597.0,630.2,651.6,900.0,657.4
210056563882,2022,Curitiba,Masculino,Branca,Privada,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),536.1,572.7,576.1,565.1,800.0,610.0
210055286780,2022,Curitiba,Feminino,Branca,Privada,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),588.5,673.1,601.6,750.2,940.0,710.68
210057780692,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),521.4,548.2,599.1,674.5,740.0,616.64
210054521225,2022,Curitiba,Masculino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),463.3,535.2,471.9,653.6,380.0,500.8
210055534298,2022,Curitiba,Masculino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),518.1,554.3,564.4,714.7,740.0,618.3
210054676878,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),395.3,539.2,461.0,539.9,480.0,483.08
210056536239,2022,Curitiba,Masculino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),492.3,529.9,469.8,365.0,700.0,511.4
210057349620,2022,Curitiba,Masculino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),515.4,548.0,545.4,558.3,800.0,593.42
210057382611,2022,Curitiba,Feminino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),499.8,448.7,453.7,459.6,560.0,484.36
210057435838,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),581.1,607.4,660.8,609.8,640.0,619.82
210057293860,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),444.8,459.9,514.2,391.9,340.0,430.16
210056912569,2022,Curitiba,Masculino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),532.8,566.9,542.9,552.4,560.0,551.0
210055625793,2022,Curitiba,Feminino,Branca,Privada,K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),510.0,633.6,634.7,683.4,940.0,680.34
210055461053,2022,Curitiba,Masculino,Parda,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),508.8,564.6,558.4,594.6,480.0,541.28
210055682015,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),535.1,608.2,585.5,542.1,840.0,622.18
210055587169,2022,Curitiba,Feminino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),685.4,666.0,633.1,784.5,820.0,717.8
210057702051,2022,Curitiba,Feminino,Não declarado,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),487.7,524.2,523.9,448.1,860.0,568.78
210055505475,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),408.1,545.8,538.7,486.4,680.0,531.8
210057683531,2022,Curitiba,Masculino,Preta,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),480.0,416.6,520.7,560.8,400.0,475.62
210055464599,2022,Curitiba,Feminino,Parda,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),585.0,612.8,559.9,668.5,720.0,629.24
210055457598,2022,Curitiba,Feminino,Branca,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),447.4,587.8,586.0,595.3,620.0,567.3
210054925403,2022,Curitiba,Feminino,Amarela,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),387.3,528.3,504.0,485.2,640.0,508.96
210056939366,2022,Curitiba,Masculino,Branca,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),625.3,592.7,596.0,684.1,580.0,615.62
210055568497,2022,Curitiba,Masculino,Branca,Privada,K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),580.5,636.3,582.4,696.5,780.0,655.14
210057096141,2022,Curitiba,Masculino,Branca,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),547.3,621.4,561.2,704.0,620.0,610.78
210054671967,2022,Curitiba,Masculino,Amarela,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),496.7,532.8,509.3,647.9,760.0,589.34
210056890705,2022,Curitiba,Feminino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),570.5,612.1,536.7,666.9,820.0,641.24
210055523723,2022,Curitiba,Masculino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),492.6,414.8,635.7,493.7,600.0,527.36
210055374546,2022,Curitiba,Feminino,Branca,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),656.2,587.8,546.8,661.9,800.0,650.54
210054897051,2022,Curitiba,Feminino,Branca,Não informado (Egresso),M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),685.1,678.1,622.0,892.6,900.0,755.56
210057685899,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),498.3,494.0,498.3,520.7,540.0,510.26
210056819817,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),414.1,457.6,483.8,527.2,600.0,496.54
210055364768,2022,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),575.6,567.3,550.2,624.5,600.0,583.52
210057741440,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),437.6,519.1,495.8,650.3,540.0,528.56
210055578430,2022,Curitiba,Masculino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),607.1,627.9,617.3,733.1,900.0,697.08
210057684922,2022,Curitiba,Feminino,Preta,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),661.0,709.4,634.9,788.9,880.0,734.84
210057803102,2022,Curitiba,Masculino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),508.5,571.3,533.8,577.8,840.0,606.28
210056889492,2022,Curitiba,Feminino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),410.5,333.7,603.2,436.8,660.0,488.84
210055387718,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),495.9,583.7,550.2,495.9,660.0,557.14
210056653035,2022,Curitiba,Feminino,Preta,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),539.9,459.7,537.8,452.5,680.0,533.98
210055577046,2022,Curitiba,Masculino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),528.7,563.2,536.2,636.4,740.0,600.9
210057380774,2022,Curitiba,Feminino,Parda,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),593.1,613.2,617.9,645.2,800.0,653.88
210057763167,2022,Curitiba,Masculino,Não declarado,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),468.4,524.5,496.6,573.7,0.0,412.64
210057823950,2022,Curitiba,Masculino,Branca,Privada,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),598.6,591.3,550.1,672.0,840.0,650.4
210056902989,2022,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),522.5,605.5,584.1,533.8,760.0,601.18
210055285502,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),421.0,439.1,355.5,384.9,360.0,392.1
210057758296,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),586.9,626.5,631.0,727.5,920.0,698.38
210055682316,2022,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),467.2,527.2,513.4,572.1,560.0,527.98
210055375236,2022,Curitiba,Masculino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),473.8,346.0,491.2,372.2,280.0,392.64
210055256029,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),470.1,460.2,471.4,505.5,600.0,501.44
210055582639,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),490.2,482.6,547.2,637.5,500.0,531.5
210055380358,2022,Curitiba,Masculino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),463.4,609.2,595.5,689.4,600.0,591.5
210057713573,2022,Curitiba,Feminino,Branca,Pública,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),534.5,552.7,495.4,550.2,940.0,614.56
210055522223,2022,Curitiba,Feminino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),675.5,656.0,642.3,852.0,780.0,721.16
210055451178,2022,Curitiba,Feminino,Branca,Pública,K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),585.6,660.2,607.9,702.2,680.0,647.18
210055576712,2022,Curitiba,Feminino,Branca,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),606.2,661.5,592.3,740.2,860.0,692.04
210055509419,2022,Curitiba,Masculino,Branca,Privada,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),637.2,563.5,540.0,627.5,640.0,601.64
210055039968,2022,Curitiba,Masculino,Branca,Privada,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),603.5,570.6,605.2,739.6,680.0,639.78
210055310742,2022,Curitiba,Masculino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),627.2,621.4,662.4,755.1,900.0,713.22
210055542244,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),445.0,547.9,573.1,415.6,560.0,508.32
210056819864,2022,Curitiba,Feminino,Branca,Privada,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),451.1,511.9,527.8,429.4,840.0,552.04
210055565067,2022,Curitiba,Feminino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),516.1,522.4,464.2,517.8,560.0,516.1
210056744964,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),514.5,567.2,513.3,541.5,340.0,495.3
210055420841,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),511.2,515.7,549.0,539.0,860.0,594.98
210055237494,2022,Curitiba,Feminino,Não declarado,Não informado (Egresso),N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),688.0,584.7,619.5,855.9,840.0,717.62
210056897454,2022,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),449.6,461.4,483.6,410.0,560.0,472.92
210056925973,2022,Curitiba,Feminino,Branca,Privada,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),534.0,598.8,574.5,701.5,960.0,673.76
210055759772,2022,Curitiba,Masculino,Branca,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),535.0,527.9,416.0,654.5,600.0,546.68
210055418187,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),460.0,521.9,589.4,422.4,660.0,530.74
210057773855,2022,Curitiba,Feminino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),667.6,693.0,659.8,789.9,860.0,734.06
210056939335,2022,Curitiba,Feminino,Parda,Pública,A,A - Nenhuma Renda,Baixa Renda (Até R$ 2.424),438.4,421.0,544.8,411.0,480.0,459.04
210055942059,2022,Curitiba,Masculino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),434.6,613.0,551.0,559.8,720.0,575.68
210055569524,2022,Curitiba,Masculino,Branca,Privada,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),608.3,664.4,575.5,837.1,860.0,709.06
210056525252,2022,Curitiba,Feminino,Branca,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),430.3,550.0,587.5,548.1,620.0,547.18
210055278538,2022,Curitiba,Feminino,Branca,Não informado (Egresso),K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),513.2,496.4,474.9,417.2,620.0,504.34
210057435678,2022,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),500.2,585.2,501.7,507.7,720.0,562.96
210056869997,2022,Curitiba,Masculino,Amarela,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),611.2,608.3,640.8,566.5,520.0,589.36
210057250674,2022,Curitiba,Masculino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),549.1,606.3,586.9,590.8,840.0,634.62
210057357229,2022,Curitiba,Masculino,Branca,Não informado (Egresso),K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),601.8,609.2,573.2,685.7,740.0,641.98
210056441591,2022,Curitiba,Feminino,Parda,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),499.2,564.7,524.8,467.0,760.0,563.14
210057742268,2022,Curitiba,Feminino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),479.7,558.6,541.9,676.0,600.0,571.24
210057751991,2022,Curitiba,Masculino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),646.3,730.6,648.8,911.4,840.0,755.42
210055583052,2022,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),507.3,468.7,454.8,491.8,520.0,488.52
210054833852,2022,Curitiba,Masculino,Parda,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),538.7,493.2,560.9,452.1,500.0,508.98
210055897617,2022,Curitiba,Masculino,Parda,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),470.3,472.7,434.0,421.5,640.0,487.7
210055076678,2022,Curitiba,Feminino,Amarela,Privada,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),461.5,524.1,563.7,582.6,760.0,578.38
210055677284,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),469.3,407.0,484.3,359.0,640.0,471.92
210055260688,2022,Curitiba,Feminino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),560.9,647.9,618.1,737.0,740.0,660.78
210055459112,2022,Curitiba,Feminino,Branca,Privada,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),436.6,564.0,580.9,653.7,880.0,623.04
210057792745,2022,Curitiba,Feminino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),558.4,606.0,614.5,648.5,940.0,673.48
210056320684,2022,Curitiba,Masculino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),507.6,452.6,557.4,700.1,580.0,559.54
210057336254,2022,Curitiba,Feminino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),609.2,609.2,642.2,673.0,780.0,662.72
210055408323,2022,Curitiba,Feminino,Parda,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),403.6,450.3,455.3,402.2,560.0,454.28
210055583578,2022,Curitiba,Feminino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),534.0,581.5,559.7,551.4,780.0,601.32
210055468418,2022,Curitiba,Feminino,Parda,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),445.1,473.4,483.5,545.8,580.0,505.56
210056827275,2022,Curitiba,Feminino,Branca,Privada,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),688.6,650.2,651.7,798.4,920.0,741.78
210055310956,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),518.0,540.5,531.2,485.2,700.0,554.98
210056923223,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),445.6,534.1,570.3,573.7,580.0,540.74
210055348419,2022,Curitiba,Feminino,Branca,Privada,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),592.1,619.2,556.1,587.0,860.0,642.88
210055488320,2022,Curitiba,Masculino,Não declarado,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),428.5,452.3,396.3,467.9,240.0,397.0
210057704258,2022,Curitiba,Feminino,Branca,Pública,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),610.6,542.8,567.4,624.7,500.0,569.1
210055965711,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),495.1,406.7,379.4,368.2,640.0,457.88
210056608448,2022,Curitiba,Masculino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),655.8,689.9,616.7,566.2,800.0,665.72
210057802042,2022,Curitiba,Masculino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),569.7,546.3,532.0,635.2,880.0,632.64
210055428018,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),439.8,466.9,468.5,478.6,640.0,498.76
210057951012,2022,Curitiba,Masculino,Preta,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),444.8,570.0,480.1,404.6,560.0,491.9
210057803938,2022,Curitiba,Feminino,Branca,Pública,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),519.1,547.4,621.5,617.7,680.0,597.14
210055350867,2022,Curitiba,Masculino,Parda,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),425.0,506.3,498.9,496.0,560.0,497.24
210056890983,2022,Curitiba,Masculino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),536.0,622.8,596.0,663.3,840.0,651.62
210055573413,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),589.6,613.3,599.8,667.8,680.0,630.1
210055136671,2022,Curitiba,Feminino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),604.3,618.1,539.9,647.6,640.0,609.98
210057567777,2022,Curitiba,Masculino,Branca,Privada,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),560.2,651.6,623.0,635.8,760.0,646.12
210055419147,2022,Curitiba,Feminino,Parda,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),469.7,540.6,587.1,496.5,360.0,490.78
210055587293,2022,Curitiba,Feminino,Branca,Privada,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),596.1,589.6,636.5,768.1,960.0,710.06
210057124695,2022,Curitiba,Masculino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),467.0,534.2,501.7,409.3,780.0,538.44
210055716379,2022,Curitiba,Masculino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),547.8,390.9,344.8,512.4,0.0,359.18
210055308950,2022,Curitiba,Masculino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),538.7,572.4,539.7,668.7,720.0,607.9
210055370888,2022,Curitiba,Feminino,Branca,Privada,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),603.6,623.0,625.3,723.4,820.0,679.06
210057362501,2022,Curitiba,Feminino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),556.8,547.7,533.4,540.9,800.0,595.76
210057356844,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),543.6,614.0,624.5,709.9,640.0,626.4
210054586378,2022,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),501.1,571.5,533.5,378.0,520.0,500.82
210056919987,2022,Curitiba,Feminino,Branca,Pública,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),475.6,539.1,475.7,487.8,600.0,515.64
210055637494,2022,Curitiba,Masculino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),478.8,431.4,522.8,498.8,660.0,518.36
210057343186,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),413.4,507.3,468.1,491.3,560.0,488.02
210055299803,2022,Curitiba,Feminino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),556.5,660.6,617.0,788.8,760.0,676.58
210057293992,2022,Curitiba,Masculino,Parda,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),550.6,579.4,543.4,695.5,700.0,613.78
