NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_PROVA,TP_SEXO_DESC,TP_COR_RACA_DESC,TP_ESCOLA_DESC,Q006,Q006_RENDA_DESC,GRUPO_RENDA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_GERAL
210061292982,2023,Curitiba,Feminino,Preta,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),446.3,546.3,556.5,450.6,680.0,535.94
210059843804,2023,Curitiba,Feminino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),480.8,465.4,547.9,497.8,820.0,562.38
210059014899,2023,Curitiba,Masculino,Branca,Não informado (Egresso),L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),576.2,563.7,550.8,656.3,620.0,593.4
210061210173,2023,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),532.4,412.3,527.6,680.3,600.0,550.52
210060815038,2023,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),544.6,674.8,587.8,602.4,560.0,593.92
210059120221,2023,Curitiba,Masculino,Branca,Pública,K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),567.9,548.3,581.9,627.2,780.0,621.06
210061210181,2023,Curitiba,Masculino,Parda,Pública,K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),546.0,567.7,565.8,669.7,660.0,601.84
210060758251,2023,Curitiba,Feminino,Branca,Privada,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),517.1,608.3,578.0,606.7,700.0,602.02
210059900017,2023,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),644.5,650.6,562.3,751.0,960.0,713.68
210060513246,2023,Curitiba,Feminino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),485.0,528.8,546.6,399.5,680.0,527.98
210058302686,2023,Curitiba,Masculino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),563.1,722.5,687.8,731.2,560.0,652.92
210061179351,2023,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),453.3,546.3,586.2,479.0,260.0,464.96
210059617180,2023,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),461.7,546.3,478.0,483.1,480.0,489.82
210060472290,2023,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),378.9,513.2,522.2,426.6,500.0,468.18
210059871879,2023,Curitiba,Feminino,Preta,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),580.4,631.6,666.9,472.1,880.0,646.2
210060927289,2023,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),517.5,480.7,475.2,463.2,600.0,507.32
210059658265,2023,Curitiba,Feminino,Preta,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),419.2,408.2,457.9,425.7,380.0,418.2
210059541068,2023,Curitiba,Feminino,Branca,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),513.6,552.7,536.5,585.3,760.0,589.62
